title,node nr.,author,stadtbezirk,year,thema,wirkung,rank,status,desc,umsetzung,score_wenigergut,score_gut,ergebnis_haushaltsberatungen,stellungnahme_verwaltung,bezirksbeiratshinweis,gemeinderat_prueft,path,topic
Sicherer und schöner - die Unterführung unter den Gleisen und B10/B27 - Schwieberdinger Straße/Frankenstraße,72418,Spacemiii,"
        Zuffenhausen      ",2023.0,Fußweg,Ausgabe,1276.0,,"Die Unterführung Schwieberdinger Straße/Frankenstraße unter den Gleisen und der B10/B27 ist für Fußgänger als auch für Fahrradfahrer eine sehr unsichere und unpraktische Strecke. Mit dem Fahrrad ist man eigentlich nur im Weg und hält den vielen Verkehr auf und fühlt sich sehr unsicher, genauso als Fußgänger, da hofft man nur schnell wieder raus zu sein.Wünschenswert ist ein sicherer Fahrradweg und ein sicherer Fußgängerweg, der auch für Kinder überschaubar und scher ist, am besten mit einer Abgrenzung zur Straße hin. Optisch lässt sich die ganze Unterführung natürlich auch aufwerten.Und was ist mit der „Parkplatzfläche“ dahinter, es scheint wie der inoffizielle Sperrmüll zu sein, eine Fläche wo man einfach alles abladen kann - diese Fläche ist besser nutzbar,  wie wäre es zum Beispiel mit einem Skatepark mit genügend Abgrenzung zur Straße?",,-102,331,,,,,source_files/buergerhaushalt_3.html,Verkehr
Durchgängiger Gehweg in der Elfenstraße beim Gasthof Riedsee,70138,afrix,"
        Möhringen      ",2023.0,Fußweg,Ausgabe,1277.0,,"Auf Höhe des Gasthof Riedsees ist der Gehweg der Elfenstraße für ca. 25 Meter einseitig unterbrochen. Dieser Vorschlag sieht vor, die letzten fehlenden Meter zu schließen und den Gehweg hier durchgängig zu gestalten.Aktuell befindet sich hier ein nicht bebautes, ungemähtes Wiesengrundstück.Insbesondere für Kinder, kommend aus den Wohngebieten Elfenstraße, Jörg-Zink-Platz und Sigmaringer Straße, kann so der Weg zum Riedsee-Spielplatz sicherer gestaltet werden.",,-121,331,,,,,source_files/buergerhaushalt_3.html,Verkehr
Verbreiterung Fussgängerweg über Bahngleise Weinsteige,70047,Radfahrer Haigst,"
        Degerloch      ",2023.0,Fußgängerüberweg,Ausgabe,1278.0,,"Verbreiterung Fußgängerüberweg Haltestelle Weinsteige Richtung KönigsträßleDer Weg zwischen der Haltestelle Weinsteige (Fahrtrichtung Degerloch) und dem Königsträßle ist sehr eng. Er schlängelt sich serpentinenartig hoch. Zwei Fahrräder oder Fahrrad und Kinderwagen können nicht aneinander vorbeifahren ohne den anderen zu berühren. Dieser Weg wird sehr stark frequentiert, um vom Haigst zur Waldau / Waldschule zu fahren. Eine moderate Verbreiterung würde die Gefährdung der Nutzer verringern.",,-139,331,,,,,source_files/buergerhaushalt_3.html,Verkehr
Zusammenlegung der Dienststellen in den Stadtbezirken,70382,ichweißwas,"
        Stuttgart (gesamt)      ",2023.0,Verwaltung,Sparidee,1279.0,,"Aktuell gibt es in allen äußeren Stadtbezirken Bezirksverwaltungen. Nur leider sind diese Dienststellen in vielen Fällen seit Monaten oder sogar Jahren schon geschlossen, so z.B. zahlreiche Bürgerbüros, Sozialhilfedienststellen, Rentenstellen, Wohngeldstellen.Sinnvoll wäre es, diese vielen Bezirksverwaltungen neu zu organisieren. So könnte beispielsweise ein gemeinsames Bürgerbüro für die Neckar-Stadtbezirke oder die Filderstadtbezirke geschaffen werden, welches dann aber auch zuverlässig geöffnet hat. Es könnte auch überlegt werden, ob wirklich so viele Bezirksvorsteher benötigt werden, auch dort sind einige jahrelang überwiegend krank (Degerloch, Sillenbuch...). Während der Corona-Einschränkung waren viele Bezirksämter lange Zeit geschlossen, es stellt sich die Frage, ob die Bezirksämter in der bisherigen Form überhaupt noch benötigt werden.",,-236,331,,,,,source_files/buergerhaushalt_3.html,Verwaltung
 Lärmschutz an JVA verbessern,70014,Petra Pan,"
        Stammheim      ",2023.0,Weitere,Ausgabe,1280.0,,"Seit dem Bau der neuen Haftgebäude vor einigen Jahren leiden die Anwohner vor allem unter dem nächtlichen Lärm der Gefangenen, dem Geschrei der Unterstützer, dem Lärm von Pyrotechnik, immer häufigeren Demonstrationen beim OLG-Gebäude usw...Wenn die Stadt dem Land dort die entsprechenden Gebäude genehmigt, muss sie auch für die erforderlichen Auflagen sorgen, damit die Anwohner weiterhin unter erträglichen Bedingungen in ihren Wohnungen leben können.",,-142,330,,,"



Der Vorschlag wird vom Bezirksbeirat Stammheim unterstützt.


",,source_files/buergerhaushalt_3.html,"Sicherheit, Ordnung"
"Spielstraße im Storchenweg, Hubertusweg, Dachsweg  (Wolfbusch)",71176,DS81,"
        Weilimdorf      ",2023.0,Verkehrsberuhigung,Ausgabe,1281.0,,"Realisierung einer Spielstraße bzw. eines verkehrsberuhigten Bereichs im Storchenweg (u. Hubertusweg u. Dachsweg) in Stuttgart-Weilimdorf/Wolfbusch aufgrund der fehlenden Gehwege, um den Bereich auch für autolose Verkehrsteilnehmer (Fußgänger, Kinder, Radfahrer, Hunde etc.) sicherer zu gestalten.",,-165,330,,,,,source_files/buergerhaushalt_3.html,Verkehr
Verkehrsberuhigung Epplestraße,70317,S619,"
        Degerloch      ",2023.0,Straßengestaltung,Ausgabe,1282.0,,"Die Epplestraße sollte ab der Kreuzung Rubensstraße verkehrsberuhigt werden. In diesem Abschnitt wird sie ohnehin schon wie eine Fußgängerzone genutzt, was immer wieder zu gefährlichen Situationen führt.Da hier auch Busse fahren, sollte eine Spur bestehen bleiben, die sich künftig Busse, Fahrräder und Anlieferer teilen. Die frei gewordenen Flächen könnte man für Begrünung nutzen. Da hier ohnehin nur einseitig geparkt werden kann fallen hier nicht allzu viele Parkplätze weg. Allerdings würden Sicherheit und Aufenthaltsqualität enorm davon profitieren.",,-225,330,,,,,source_files/buergerhaushalt_3.html,"Stadtplanung, Städtebau"
Ausweitung des kostenpflichtigen Parkens im Bereich Löwentormuseum,72048,Norden0711,"
        Stuttgart-Nord      ",2023.0,Parken,Einnahme,1283.0,,"Die Straßen rund um das Löwentormuseum (Löwentorstraße, Sarweystraße, Störzbachstraße, etc.) liegen zwar im Bereich des Parkraummanagements, allerdings gilt diese nicht an Sonn- und Feiertagen. An diesen Tagen kann dort kostenfrei geparkt werden. Dies hat zur Folge, dass die um das Löwentormuseum liegenden Straßen an Sonn- und Feiertagen mit kostenfrei parkenden Autos von Museumsbesuchern voll sind und Anwohner, die für das Parken zahlen müssen, keinen Parkplatz finden. Daher sollte auch an Sonn- und Feiertagen eine Parkgebühr verlangt werden. Damit könnte die Stadt auch mehr Einnahmen generieren.",,-236,330,,,,,source_files/buergerhaushalt_3.html,Verkehr
Entschärfung Verkehrssituation Solitudeallee Stuttgart Stammheim,70038,Oschinsky,"
        Stammheim      ",2023.0,Verkehrsberuhigung,Ausgabe,1284.0,,"Die Solitudeallee zwischen Kallenberg und Stammheim (und weiter bis Ludwigsburg) wird seit Jahren als verbotene Abkürzungsstrecke genutzt. Neben der Beeinträchtigung des Fußgängerverkehrs auf der gesamten Strecke entstehen vorallem an der Kreuzung vor dem TV-Stammheim Vereinsheim (Münchinger Str.) immer wieder kritische Situationen (gegenüber liegt auch ein Kinderspielplatz). Auch zu schnell fahrende Fahrradfahrer tragen hierzu bei. Hier gilt es Hindernisse/Verschwenkungen aufzustellen damit langsamer gefahren wird und Autos diesen Bereich nicht mehr passieren können. Genauso muss die Abkürzung generell erschwert werden, z. B. durch eine Schranke im oben genannten Abschnitt.",,-158,329,,,,,source_files/buergerhaushalt_3.html,Verkehr
Calisthenics Anlage Hallschlag,70426,Tortenkuss,"
        Bad Cannstatt      ",2023.0,Sonstige Sportanlagen,Ausgabe,1285.0,,"Man braucht für die Gesundheit der Jugend eine Calisthenics Anlage im Hallschalg, z.B. auf den Grünstreifen neben Auf der Steig.",,-165,329,,,,,source_files/buergerhaushalt_3.html,"Sport, Bäder"
Dieselfahrzeuge in städtischen Fuhrparks mit XTL/HVO betreiben,72147,BenZ,"
        Stuttgart (gesamt)      ",2023.0,erneuerbare Energien,Ausgabe,1286.0,,"Jedes Dieselfahrzeug kann statt mit fossilem Diesel auch mit regenerativen XTL Diesel nach EN15940.Bereits verfügbarer sogenannter HVO Kraftstoff (Hydrotreated Vegetable Oil)  aus Rest- und Abfallstoffen reduziert die CO2 Emissionen um bis zu 90%.Die Stadt Stuttgart sollte sich intensiv bemühen, über eigene Tankstellen oder über öffentliche Tankstellen möglichst viel fossilen Diesel durch regenerativen Diesel zu ersetzten.Besonders bei älteren Fahrzeugen bewirkt XTL Kraftstoff auch eine deutliche Verbesserung der Abgaswerte und ist somit auch ein Beitrat zu noch sauberer Luft.HVO  ist technisch das gleiche wie der syntethische GTL (GasToLiquid) Kraftstoff, den die SSB in ihren Bussen bereits verwendet, allerdings aus regenerativen Ausgangsstoffen statt aus Erdgas.",,-189,329,,,,,source_files/buergerhaushalt_3.html,"Energie, Umwelt"
Prostitution,72443,Tara da Lanca,"
        Stuttgart (gesamt)      ",2023.0,Soziales,Ausgabe,1287.0,,"Mit unserer Initiative #ichbinkeinfreier haben wir uns durch unsere Aktivitäten seit 2017 ungefragt in den öffentlichen Prostitutionsdiskurs eingemischt. Mit Kunst- und Protestaktionen im öffentlichen Raum, Workshops, Vorträgen und der Teilnahme an Podiumsdiskussionen konnten wir viel Aufmerksamkeit erregen und gesellschaftliches Interesse auf das tabuisierte Themenfeld lenken.Die Förderung durch den Bürgerhaushalt 2019 ermöglichte uns die Produktion eines Kinospots (Sensibilisierungsvideo) zur Reduktion der Nachfrage.Nun bitten wir um eine Förderung zur Finanzierung der Verbreitungsmaßnahmen.Der Clip soll 1 Jahr lang in allen Stuttgarter Kinos laufen, begleitet von Postkarten, die den eher unbekannten Begriff „Freier“  erläutern.",,-219,329,,,,,source_files/buergerhaushalt_3.html,Soziales
Tempo 30 in Benzenäckerstr. einführen,71448,Paisy,"
        Mühlhausen      ",2023.0,"Tempo 20, 30, 40, 50",kostenneutral,1288.0,,"In der Benzenäckerstrasse Richtung Neugereut ist Tempo 50 Vorschrift. Bitte in Tempo 30 ändern. Dies ist ein Wohngebiet und auch Schüler laufen auf der Strasse. Meistens wird hier sogar mehr als 50 km gefahren und auch gerast. Es wird hier wieder Kommentare geben, dass dies unwichtig ist so wie jedes Mal wenn es um dieses Thema geht.In der Benzenäckerstrasse von Hofen RICHTUNG Neugereut  ist Tempolimit 50 km avisiert. Viele meinen hier kann man auch schneller fahren, trotz der Verkehrsnasen. Hier wäre Tempo 30 oder höchstens 40 ausgesprochen wichtig. Hier laufen Kinder über die Strasse bei der Schule trotz Ampeln. Hier hat es ein Wohngebiet und sogar (als Beispiel) an der Geroksruhe hat es Tmpo 30 im Wohngebiet und Tempo 40 oberhalb der Merz Schule, obwohl sich hier kein Wohngebiet befindet. Es ist nun mal ein Wohngebiet und daher mit Tempo Limit durchzu fahren ist einfach zu viel.",,-268,329,,,,,source_files/buergerhaushalt_3.html,Verkehr
Reduktion des Restmülls (um bis zu 10 % !) durch einen Windelbonus,71722,Theodora,"
        Stuttgart (gesamt)      ",2023.0,Weitere,Ausgabe,1289.0,,"Laut Abfallwirtschaft Stuttgart (AWS) fallen pro Person und Jahr durchschnittlich 165 kg Restmüll an. Die AWS empfindet dies als „viel zu viel, speziell für die Umwelt. Wer die Mengen reduziert, tut nicht nur der Umwelt was Gutes, sondern spart – weil kleinere Restabfall‐Behälter weniger Gebühren kosten“. Doch Babys und Kleinkinder produzieren deutlich mehr Restmüll.Wird ein Kind 2,5 Jahre mit täglich mit fünf Einwegwindeln gewickelt resultiert daraus mehr als eine Tonne thermisch nicht verwertbarer Restmüll. Bei fast 7 000 Babys die pro Jahr in Stuttgart zur Welt kommen ist die Menge an Windelmüll immens. Im Vergleich hat das Einsparen der Papierabfallkalender in diesem Jahr laut AWS ""25 Tonnen Papier gerettet“. Das Einsparpotential wäre hier enorm.Eine einfache Lösung hierfür sind Stoffwindeln. Die Vielfalt an Systemen, Materialien und Schnitten bietet für jeden Geschmack und jeden Babypopo das richtige Modell. Die Ökobilanz der Mehrwegwindeln ist bei der richtigen Waschroutine, dem Baden-württembergischen Energiemix sowie der Nutzung über mehrer Kinder der Ökobilanz der Wegwerfwindeln weit überlegen. Zudem sind Mehrwegwindeln über die gesamte Wickelzeit günstiger und können am Ende der Wickelzeit weiterverkauft werden.Die Stadt könnte mit einem Windelprojekt punkten um die 8 - 10 % des Restmülls aus Wegwerfwindeln und Inkontinenzprodukten zu verringern. 17 Baden-württembergische Städte und Landkreise machen es bereits vor. Etwa in Tübingen erhält man gegen Vorlage von Geburtsurkunde und Beleg über den Kauf der Mehrwegwindeln einen Zuschuss der dortigen Abfallwirtschaft. Zusätzlich sollten auch Menschen, die auf Inkontienzprodukte angewiesen sind von einem „Windelbonus“ profitieren, sowie der Windelbonus für Stoffwindel- oder Windelfreikurse und Mietpakete angerechnet werden um den Einstieg zu erleichtern.",,-324,329,,,,,source_files/buergerhaushalt_3.html,"Abfall, Sauberkeit"
Kfz-Zulassung und Stellplatzbindung,71618,sfratzle,"
        Stuttgart (gesamt)      ",2023.0,Parken,kostenneutral,1290.0,,"Die Zulassung eines KFZ - egal ob privat oder gewerblich - sollte an den Nachweis eines Stellplatzes gekoppelt werden.In den letzten Jahrzehnten wurden KFZ zugelassen, ohne  dass man sich  Gedanken gemacht hätte, wo dieses Fahrzeuge abgestellt werden können. Es wurden deshalb Fahrspuren und Gehwege für das Abstellen von Fahrzeugen umgewidmet. In der Folge gibt es zu wenig Bewegungsraum für andere Verkehrsteilnehmende, insbesondere für Fußgänger und Radfahrende.",,-446,329,,,,,source_files/buergerhaushalt_3.html,Verkehr
Grünanlage verschönern zwischen Main-und Moselstr.,71137,romyan,"
        Münster      ",2023.0,Weitere,Ausgabe,1291.0,,"Die schöne Grünanlage zwischen der Main-und der Moselstr. könnte optisch aufgewertet werden. Neue Sitzbänke (wenn möglich unter Bäumen für Schattenplätze im Sommer), schöne gepflegte Blumenbeete und ein schöner Trinkbrunnen. Aktuell empfinde ich diese Grünanlage als eher traurig, eintönig mit begrenzten Sitzmöglichkeiten. Es ist Luft nach oben da, um die Grünanlage zu einem schönen Ort zum Durchlaufen und Erholen zu gestalten.",,-100,328,,,"



Der Bezirksbeirat Münster nimmt wie folgt Stellung: Das Sanierungsgebiet ""Münster 1-Ortsmitte-Soziale Stadt“ wurde 2017 förmlich festgelegt und im Juli 2022 um den Grünzug und Teile der Moselstraße erweitert. Zu den Zielen der Sozialen Stadt gehören unter anderem auch die Verbesserung der Qualität des Wohnumfelds, die Attraktivitätssteigerung der vorhandenen Spielplätze und Grünanlagen sowie die Verbesserung der öffentlichen Straßenräume in Gestaltung und Funktion. Der Grüngürtel ist momentan in einigen Abschnitten wenig gestaltet und gepflegt. Es soll aus Sicht des Bezirksbeirats ein Masterplan für die Freiflächen und die Mobilität gemeinsam mit den Bürger*innen erarbeitet werden.


",,source_files/buergerhaushalt_3.html,"Grünflächen, Wald, Friedhöfe"
Energie- und Wärmekonzept Stuttgart Plieningen-Wolfer,71912,70599Lebenswert,"
        Plieningen      ",2023.0,erneuerbare Energien,Ausgabe,1292.0,,"Die Stadt Stuttgart plant in Plieningen im Teilgebiet Wolfer eine neue Mehrzweckhalle. Diese Planung muss auf einem nachhaltigen Konzept sowohl bei der Energieversorgung (CO2 frei)  als auch bei den verwendeten Baumaterialien basieren. Die energetische Planung sollte die Wärme- und Stromversorgung für das Hallenbad, Sporthalle, Wohnheim, die angrenzenden Industrie- und Wohngebäude einbeziehen, um auch hier den Anwohnern die  Möglichkeit zu geben von fossilen Energieträgern weg zu kommen. Es wäre eine einmalige Chance, hier ein Leuchtturmprojekt für die Stadt aufzubauen.",,-105,328,,,"



Der Bezirksbeirat Plieningen sieht dieses Pilotprojekt als eine zeitlich einmalige Chance für die Energie- und Wärmewende Stuttgarts.


",,source_files/buergerhaushalt_3.html,"Energie, Umwelt"
"Fasanenplatz in S-Hausen, durch zwei Bänke und ein Blumenbeet aufwerten ",71840,Alter Hausener,"
        Weilimdorf      ",2023.0,Sitzbänke,Ausgabe,1293.0,,"Seit 2011 (12 Jahre) im ersten Bürgerhaushalt bitten die Hausener Bürger um einen schöneren und attraktiveren  Fasanenplatz!  Studenten und Hochschüler wurden damit beauftragt, Ideen auszuarbeiten. (Das waren wohl die schlechtesten Studenten und Hochschüler die man gefunden hat) Jedoch ohne Erfolg.Leider stehen auf dem Fasanenplatz gerade mal 4 Bänke, für über 3000 Bürger bereit. Daher möchte ich den Vorschlag machen , den Platz durch einen ca. 50 cm hohen, 120 cm breiten und 3 Meter langen,  großen (aus Beton) Pflanzenkasten  ,,auf dem Platz,,  hinter der Bushaltestelle bzw. hinter dem Wartehäuschen, jedoch auf dem Fasanenplatz anzubringen. Hier könnte man links und rechts neben dem Blumenkasten noch jeweils eine Parkbank aufstellen. Eventuell noch einen Mülleimer dazu.Außerdem wird ständig  versucht,  unser Fasanenplatz zu einem großen Parkplatz umzufunktionieren. Belebung eines Platzes sieht jedoch anders aus!",,-107,328,,,,,source_files/buergerhaushalt_3.html,"Grünflächen, Wald, Friedhöfe"
Fußgängerüberweg (Zebrastreifen) Hainbuchenweg über Jahnstraße,71529,Nico0,"
        Degerloch      ",2023.0,Fußgängerüberweg,Ausgabe,1294.0,,"Der Hainbuchenweg in Degerloch wird von vielen Fußgängern genutzt. Sei es um beispielsweise um zur Haltestelle Nägelestraße oder Weinsteige zu gelangen oder auch generell für Wanderungen. An der Kreuzung zur Jahnstraße ist zu Stoßzeiten immer sehr viel los, weshalb ein Überqueren der Jahnstraße teils sehr lange dauert. Auch durch eingeschränkte Sicht und schnell fahrenden Autos birgt die Überquerung der Jahnstraße, zur Fortführung des Hainbuchenwegs, an dieser Stelle eine erhöhte Gefahr für Fußgänger. Ein Zebrastreifen beispielsweise würde dies erheblich entschärfen und eine höhere Qualität für Wanderer und Fußgänger bereitstellen.",,-120,328,,,,,source_files/buergerhaushalt_3.html,Verkehr
